116365110113297820, 1.0486210143040429e-27
218393901249977200, 1.967045623327019e-27
386671151873456700, 3.4772595888417015e-27
734214208672311900, 6.679474066932497e-27
1584893192461110800, 1.345445093866124e-26
4171124612056499000, 2.241379853142458e-26
12050710636405203000, 1.7888639810325622e-26
22095498157789070000, 1.0611412465291497e-26
36905288746841285000, 5.394593973546819e-27
55501382019995110000, 2.710127298150797e-27
80598899861796160000, 1.2529627053302824e-27
110417516469148780000, 5.792774169758721e-28
149514579691144580000, 2.4355549822496496e-28
178087284341614280000, 1.394215468765153e-28

