103559482947012530, 8.570175011154754e-28
194360315305919040, 1.6076280197404729e-27
352237380753319100, 2.9101644139427423e-27
668831094643548900, 5.5241827988764036e-27
1315186498357312500, 1.0611412465291497e-26
2526571806164355600, 1.7888639810325622e-26
5582586268862677000, 2.4646348057119133e-26
12774064771081552000, 2.087313244716941e-26
23696463952618123000, 1.2983807317901226e-26
38667115187345350000, 6.92159502441919e-27
58832899585700360000, 3.436231970980547e-27
78741291122102470000, 1.8758403622423335e-27
111712370069307330000, 8.076375354540826e-28
158489319246109800000, 2.9101644139427425e-28

