115310932696657660, 8.990451708631028e-28
178487020067653500, 1.389495494373136e-27
286973363997285900, 2.2322328540381343e-27
502572625632620350, 3.91234346722825e-27
863588146009132800, 6.660846290809113e-27
1415112672840448300, 1.0700689556931702e-26
2501917357264965000, 1.669894658871109e-26
4818115324598923000, 2.2322328540381344e-26
9916406347902120000, 2.1683753109874286e-26
16561057328482970000, 1.6378937069540545e-26
25392152366799434000, 1.1015819387358995e-26
37126796306746770000, 6.790985029955666e-27
52260870475944530000, 3.950378013566624e-27
69489247565943180000, 2.297970969046956e-27
93278870373929520000, 1.2252798573828588e-27
121695592636191600000, 6.285203269240059e-28
149974778059081200000, 3.416751906158036e-28
181347765136448720000, 1.857409074638568e-28
