135517150464187330, 6.159565425630842e-29
182439587566628860, 8.237966641854954e-29
245608788241732900, 1.1128691973389497e-28
326309593462555200, 1.4883808663315288e-28
448087660295612350, 2.0309176209047473e-28
591397498895685400, 2.716203247675584e-28
801445038419900000, 3.6327224732023806e-28
1093295212119445900, 4.858499664413109e-28
1481602517625665500, 6.1801846550522195e-28
2048020454471757600, 7.328612697094463e-28
2926065709010111500, 7.552386025450967e-28
4071515547789686000, 6.629494373934337e-28
5373689849189749000, 5.006850066550708e-28
6907347960008559000, 3.3527342357292128e-28
8533622535831529000, 2.2005204003528005e-28
10473361240817189000, 1.3196672567309512e-28
12939222408947820000, 6.947038564203201e-29
15985648990672339000, 3.242539991224002e-29
19234221163719668000, 1.5287100082566647e-29
22990557246260326000, 7.135275399648149e-30
26941146212790514000, 3.330399798120279e-30
31570585761988272000, 1.5236097039553508e-30

