114127107177871090, 4.990145486354022e-29
166320934067340960, 7.231297939590566e-29
232963766238069800, 1.0168500025385856e-28
328472701737090800, 1.4298732209632417e-28
472409375279468100, 2.0720516676121915e-28
670500108127728900, 2.9136757482168312e-28
1115182042760560900, 4.57485526156742e-28
1690910093240665900, 5.997068950232796e-28
2667545944145716000, 6.6962944589211315e-28
3939207836913113000, 6.0574965926669305e-28
6173491385766560000, 4.222253137174521e-28
8421598800369631000, 2.7991403418224864e-28
11041843994513347000, 1.7126632877416199e-28
14006881788178751000, 1.0168500025385856e-28
17190722018585710000, 5.917435418656338e-29
20684186764168163000, 3.3752184532845905e-29
24399136798325965000, 1.9251751479156163e-29
28403482575933366000, 1.0871374839297812e-29
32847270173709080000, 5.9571191203661536e-30
37240769946268270000, 3.2971767983075915e-30
42221924039853130000, 1.8619004574543165e-30


