108251341119947170, 4.083480433509979e-29
156719108037830820, 5.917435418656338e-29
228391563403322700, 8.575048296208013e-29
315705857619882700, 1.1818679089651659e-28
445136845446834600, 1.6786637631287646e-28
644439585241747500, 2.4325779368103167e-28
939161575350609400, 3.4899216330468683e-28
1424016641276849200, 4.907454859513229e-28
2130840450553603800, 6.242457407226918e-28
3188502784380559000, 6.831920683345415e-28
5063462905372962000, 5.937244114571109e-28
7379139810530968000, 4.264797387533603e-28
10133019558539231000, 2.716203247675584e-28
13111339374215630000, 1.6786637631287646e-28
16522565221649797000, 9.574852126495787e-29
20412658482177036000, 5.194332583623441e-29
25218640127624925000, 2.626929853557272e-29
30544670010427703000, 1.276293781194468e-29
35793322099934417000, 6.454600628191685e-30
40580872227344060000, 3.4320908927907165e-30
46008783038751285000, 1.843326735889668e-30
