872889781796941200, 1.05280119376744e-30
1097969827886153500, 1.3271042131661933e-30
1369403284910416600, 1.6514943603664218e-30
1752033619109592300, 2.081784421063855e-30
2222611047267455000, 2.5575328993137408e-30
3095814341143800000, 3.142003785257248e-30
4203550179762756600, 3.394112685990359e-30
5659362694412336000, 3.1826823528736104e-30
7427603436537274000, 2.5575328993137408e-30
9263810613619790000, 1.952103289544672e-30
10794693908463473000, 1.528824176351178e-30
12472139489906082000, 1.166914687428406e-30
