110449935763345000, 1.3088296259282026e-28
172746824179654100, 2.026834004100296e-28
262243683234247260, 3.10372416011712e-28
410156539492761800, 4.860582418971298e-28
635152040782376000, 7.52702531432729e-28
993395760333195400, 1.1787686347935818e-27
1553699072480974000, 1.8254234964097574e-27
2405996349267986400, 2.7953009456081863e-27
3725829882518491600, 4.092728983220139e-27
6309573444801943000, 5.7295021023124826e-27
9966924100910990000, 6.628703161826414e-27
17389527022111668000, 6.628703161826414e-27
29742761934781784000, 5.6024323795736686e-27
49377054562440040000, 4.232757390000112e-27
74958371693398470000, 3.0235661912054705e-27
120785385151255990000, 1.8668262375504467e-27
183362006412291830000, 1.0656078290155552e-27
259650097020288370000, 6.29073366707301e-28
342966576685802800000, 3.8407459778154424e-28
457542725299097630000, 2.1678985806788936e-28
592463869222407100000, 1.2514185761897654e-28
