110449935763345000, 1.631782749566437e-27
177975291214630500, 2.5842686689795357e-27
270180920051379600, 3.9132038085397765e-27
402083773224072770, 5.8594539150692074e-27
598381857088068900, 8.773680560131907e-27
935886152801117800, 1.3586790631957107e-26
1478373511880901600, 2.1040300978756004e-26
2605117630990648300, 3.3321709412448236e-26
4824510294242734000, 4.770582696143913e-26
9023929287081243000, 5.457741815160065e-26
16711736630290470000, 5.045707582383021e-26
28300790155166544000, 3.9870285969498636e-26
43825473671680970000, 2.94547841270011e-26
69228954000364820000, 1.923494323986146e-26
102007732419529950000, 1.2420979475600069e-26
156402829015480630000, 6.855497251191602e-27
223686764514628760000, 3.869566705674126e-27
304406020367275600000, 2.1841663618286845e-27
414253500590027960000, 1.1397725198066219e-27
536409428514147800000, 6.29073366707301e-28
701525021043714800000, 3.1741202562702433e-28
872985829593210400000, 1.6750430530090292e-28

