111478472998617000, 1.4568700987695478e-27
177598053789524200, 2.3261538861964048e-27
294891952759320200, 3.84678022754678e-27
531915562215765900, 6.904295812873839e-27
949572414948813400, 1.2392000023892164e-26
1643351013850331100, 2.049275456561189e-26
3026208706424025000, 3.3105365813989315e-26
6116695399294450000, 4.487348910776702e-26
12491920552222960000, 4.593574028679924e-26
23729079910453150000, 3.635313871602322e-26
43246907380490350000, 2.413940176371346e-26
70338161289918440000, 1.5296403494603233e-26
115590288668153700000, 8.522506003566554e-27
180376425073193400000, 4.531307546389257e-27
259109386523328970000, 2.4375874386443498e-27
379992723963386100000, 1.1395452715753458e-27
534675011739841130000, 5.204057458227626e-28
744577849744845000000, 2.2415600664969598e-28

