116189943180455000, 7.566868256790287e-28
187029499797654180, 1.2224024881831514e-27
313782857386236400, 2.045283895029109e-27
537448776621811600, 3.503110629146998e-27
959450275532729300, 6.287469160742306e-27
1660445857750269400, 1.0769018472673618e-26
2903496777198003700, 1.8881533200338066e-26
5077126421105612000, 3.1591964300978324e-26
9063655097073574000, 4.927576343280553e-26
17944550511361077000, 6.83731659756081e-26
36270251064392280000, 6.917770187575437e-26
64749430812938520000, 5.285864224079065e-26
106406042772672640000, 3.428780723452743e-26
173062210736081270000, 1.9328499355696007e-26
253801615430123160000, 1.1153661058174017e-26
364584123707097150000, 6.1420731904710576e-27
523722368882509940000, 3.1163731192424127e-27
721816767455616300000, 1.5628002485882744e-27

