2.301030 -3.356754 2.000000e+02 4.397905e-04
2.358595 -3.501133 2.283470e+02 3.154038e-04
2.416161 -3.645578 2.607118e+02 2.261632e-04
2.473726 -3.790098 2.976638e+02 1.621443e-04
2.531291 -3.934705 3.398532e+02 1.162239e-04
2.588857 -4.079409 3.880224e+02 8.328960e-05
2.646422 -4.224226 4.430188e+02 5.967248e-05
2.703987 -4.369171 5.058101e+02 4.273949e-05
2.761553 -4.514262 5.775011e+02 3.060120e-05
2.819118 -4.659519 6.593533e+02 2.190184e-05
2.876684 -4.804968 7.528068e+02 1.566868e-05
2.934249 -4.950634 8.595059e+02 1.120383e-05
2.991814 -5.096548 9.813281e+02 8.006675e-06
3.049380 -5.242746 1.120417e+03 5.718134e-06
3.106945 -5.389267 1.279219e+03 4.080681e-06
3.164510 -5.536159 1.460529e+03 2.909654e-06
3.222076 -5.683472 1.667538e+03 2.072659e-06
3.279641 -5.831268 1.903886e+03 1.474798e-06
3.337206 -5.979613 2.173734e+03 1.048062e-06
3.394772 -6.128587 2.481828e+03 7.437264e-07
3.452337 -6.278278 2.833590e+03 5.268927e-07
3.509902 -6.428788 3.235210e+03 3.725738e-07
3.567468 -6.580232 3.693752e+03 2.628860e-07
3.625033 -6.732745 4.217287e+03 1.850356e-07
3.682598 -6.886476 4.815024e+03 1.298746e-07
3.740164 -7.041598 5.497482e+03 9.086604e-08
3.797729 -7.198310 6.276668e+03 6.334178e-08
3.855295 -7.356835 7.166293e+03 4.397087e-08
3.912860 -7.517431 8.182008e+03 3.037867e-08
3.970425 -7.680392 9.341686e+03 2.087411e-08
4.027991 -7.846052 1.066573e+04 1.425436e-08
4.085556 -8.014795 1.217744e+04 9.665065e-09
4.143121 -8.187057 1.390341e+04 6.500441e-09
4.200687 -8.363337 1.587401e+04 4.331745e-09
4.258252 -8.544205 1.812392e+04 2.856245e-09
4.315817 -8.730310 2.069271e+04 1.860759e-09
4.373383 -8.922395 2.362559e+04 1.195653e-09
4.430948 -9.121308 2.697417e+04 7.562967e-10
4.488513 -9.328016 3.079736e+04 4.698768e-10
4.546079 -9.543624 3.516242e+04 2.860063e-10
4.603644 -9.769395 4.014617e+04 1.700613e-10
4.661209 -10.006767 4.583629e+04 9.845400e-11
4.718775 -10.257385 5.233291e+04 5.528597e-11
4.776340 -10.523127 5.975032e+04 2.998283e-11
4.833906 -10.806137 6.821903e+04 1.562654e-11
4.891471 -11.108862 7.788806e+04 7.782842e-12
4.949036 -11.434096 8.892754e+04 3.680480e-12
5.006602 -11.785029 1.015317e+05 1.640481e-12
5.064167 -12.165304 1.159223e+05 6.834332e-13
5.121732 -12.579080 1.323526e+05 2.635847e-13
5.179298 -13.031105 1.511116e+05 9.308833e-14
5.236863 -13.526800 1.725294e+05 2.973036e-14
5.294428 -14.072355 1.969828e+05 8.465354e-15
5.351994 -14.674837 2.249022e+05 2.114285e-15
5.409559 -15.342313 2.567788e+05 4.546598e-16
5.467124 -16.083998 2.931733e+05 8.241425e-17
5.524690 -16.910407 3.347263e+05 1.229116e-17
5.582255 -17.833550 3.821687e+05 1.467067e-18
5.639821 -18.867137 4.363355e+05 1.357884e-19
5.697386 -20.026822 4.981795e+05 9.401077e-21
5.754951 -21.330478 5.687890e+05 4.672206e-22
5.812517 -22.798510 6.494064e+05 1.590340e-23
5.870082 -24.454216 7.414501e+05 3.513857e-25
5.927647 -26.324196 8.465396e+05 4.740281e-27
5.985213 -28.438820 9.665240e+05 3.640657e-29
6.042778 -30.832763 1.103514e+06 1.469727e-31
6.100343 -33.545615 1.259921e+06 2.846985e-34
6.157909 -36.622575 1.438496e+06 2.384653e-37
6.215474 -40.115251 1.642381e+06 7.669188e-41
6.273039 -44.082564 1.875165e+06 8.268685e-45
6.330605 -48.591786 2.140941e+06 2.559845e-49
6.388170 -53.719727 2.444388e+06 1.906660e-54
6.445735 -59.554079 2.790843e+06 2.792037e-60
6.503301 -66.194966 3.186404e+06 6.383138e-67
6.560866 -73.756702 3.638029e+06 1.751048e-74
6.618432 -82.369804 4.153665e+06 4.267722e-83
6.675997 -92.183287 4.742386e+06 6.557114e-93
6.733562 -103.367288 5.414548e+06 4.292516e-104
6.791128 -116.116057 6.181980e+06 7.654965e-117
6.848693 -130.651376 7.058183e+06 2.231640e-131
6.906258 -147.226463 8.058576e+06 5.936596e-148
6.963824 -166.130423 9.200759e+06 7.405884e-167
7.021389 -187.693341 1.050483e+07 2.026092e-188
7.078954 -212.292083 1.199373e+07 5.104069e-213
7.136520 -240.356934 1.369366e+07 4.396086e-241
7.194085 -272.379161 1.563454e+07 4.176755e-273
8.000000 -50.000000 1.000000e+08 1.000000e-50
