26.331658 -37.502189 -11.170530 -37.332540 -11.000882
26.522613 -37.884046 -11.361433 -37.656402 -11.133789
26.713568 -38.287128 -11.573560 -38.016791 -11.303223
26.904523 -38.726213 -11.821690 -38.413770 -11.509248
27.095477 -39.250108 -12.154631 -38.854559 -11.759082
27.286432 -39.921658 -12.635226 -39.346447 -12.060015
27.477387 -40.894422 -13.417035 -39.897538 -12.420151
27.668342 -42.715028 -15.046687 -40.511254 -12.842912
27.859296 -46.789048 -18.929752 -41.210633 -13.351336
28.050251 -55.289019 -27.238768 -42.012030 -13.961778
28.241206 -67.584914 -39.343708 -42.902663 -14.661457
28.432161 -79.411273 -50.979112 -43.931822 -15.499661
