104680924540775220, 6.517552032847441e-28
161662492905658300, 1.0000000000000081e-27
261347616124722340, 1.61603478327875e-27
422501071376739800, 2.6456671886283223e-27
675258716094369400, 4.165990831887127e-27
1066953998628969500, 6.645615513405558e-27
1744704391884777200, 1.087977009776024e-26
2694409345474194000, 1.669303143715294e-26
4355849316976648700, 2.628562512416337e-26
7456182961477997000, 4.139057011719642e-26
13827016363929550000, 6.108231565273292e-26
27462604459298234000, 7.324681288106922e-26
55807008328708490000, 6.433550350871289e-26
102313696317147700000, 4.5325022480308494e-26
177151311083138120000, 2.8784250767463583e-26
317435598840382900000, 1.6265507027536284e-26
495865894191635000000, 1.0196490154451781e-26
774591715361167900000, 6.2282523016421224e-27

