108334856381218620, 1.356420566886555e-28
163521988213804300, 2.027880007090405e-28
252532850426212960, 3.152038760084865e-28
399018817714548740, 4.963347103032459e-28
652483504074040300, 8.125669516608103e-28
1066953998628969500, 1.347651083444486e-27
1744704391884777200, 2.1778510265695647e-27
2694409345474194000, 3.298449650632904e-27
4507892075304361500, 5.1938925134050294e-27
7716444173830050000, 7.27732601140108e-27
13514335677081930000, 8.726600014021956e-27
25349740034417275000, 8.726600014021956e-27
47550196707211936000, 7.372344716766978e-27
80469099082732750000, 5.7618690027155586e-27
131584670717819680000, 4.220385406871394e-27
205548308525450130000, 2.9733048318508266e-27
332294519687659100000, 1.963169266236358e-27
507338725123538350000, 1.3131364576266413e-27
714997685172957900000, 9.371972075541341e-28

